Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Calories_Burned,Sets,Reps,Burns Calories (per 30 min),E,I,S,D,R
Pull-ups,Strength,"Quadriceps, Glutes",Chest,Grip Strength,1,1556.5,4,25,353.93,0.6852632832220342,0.6690997152763621,0.7916666666666666,0.6209150326797384,0.7224277518933998
Calf Raises,HIIT,"Back, Core, Shoulders",Forearms,Anterior,2,1742.4,4,24,339.3,0.6925452386125721,0.7917526249011694,0.35833333333333334,0.5424836601307189,0.6666986154223821
Kettlebell Swings,Yoga,Full Body,Forearms,Lower,3,1028.74,4,15,357.83,0.590203397038998,0.3975336296170593,0.125,0.6143790849673202,0.7171527449188527
Mountain Climbers,HIIT,"Core, Obliques",Abs,Lateral,3,2829.22,4,24,330.51,0.8868031049090468,0.31469776432686203,0.225,0.9738562091503268,0.5552053229193591
Decline Push-ups,Yoga,Triceps,Shoulders,Upper,1,999.97,4,24,371.44,0.611502615271097,0.18956513593633165,0.7583333333333333,0.5882352941176469,0.7474924071994268
Russian Twists,Strength,"Quadriceps, Glutes",Arms,Anterior,2,2162.84,4,23,331.8,0.7595913766642299,0.2117261323103899,0.3416666666666667,0.8888888888888887,0.6086962906421145
Dips,Strength,Shoulders,Legs,Anterior,1,930.6,4,19,330.99,0.5180411175721811,0.20962238311966963,0.5916666666666667,0.2941176470588235,0.8326777956283082
Bicycle Crunches,Yoga,"Core, Lower Back",Abs,Lateral,1,905.02,3,12,179.41,0.21344743850038672,0.6751794846308518,0.25833333333333336,0.5751633986928104,0.5290486835677946
Seated Rows,Strength,"Core, Shoulders, Hips",Forearms,Triceps,2,1382.22,5,18,348.37,0.6403365491593672,0.625310347192637,0.3333333333333333,0.5947712418300654,0.7571101545122674
Calf Raises,Strength,"Back, Hamstrings, Glutes",Chest,Middle,3,2219.58,4,21,362.39,0.8311042371669461,0.5293857557573283,0.19166666666666668,0.9215686274509802,0.6099294512916381
Push Ups,Cardio,Full Core,Shoulders,Anterior,1,492.8,4,20,337.44,0.44553910852229023,0.4727167648459817,0.625,0.04575163398692813,0.8004487242333127
Superman,Yoga,Quadriceps,Chest,Wrist Extensors,1,830.09,4,24,351.32,0.5386534221472028,0.15238236451256382,0.7583333333333333,0.503267973856209,0.800221028358912
Deadlifts,Cardio,"Rear Deltoids, Upper Back",Arms,Quads,3,980.83,5,20,356.04,0.5773359636738364,0.504691505262117,0.23611111111111113,0.3464052287581699,0.6586191276523758
Frog Jumps,Strength,"Glutes, Hamstrings",Arms,Triceps,1,1188.0,5,17,350.51,0.606746775456866,0.2000290076277204,0.6666666666666666,0.3986928104575163,0.7607493501067443
Inverted Rows,HIIT,Core,Abs,Posterior,2,1771.42,4,16,334.86,0.689420097209875,0.3950459983043192,0.225,0.633986928104575,0.5591458199178401
Box Jumps,Yoga,Lower Abs,Shoulders,Grip Strength,2,1334.83,5,18,364.1,0.6622003543596393,0.31715029649458176,0.3333333333333333,0.7973856209150325,0.916619173875819
Glute Bridges,Strength,Calves,Chest,Lower,1,1904.17,5,15,336.91,0.7193220030465894,0.3215020163175953,0.5833333333333334,0.7450980392156863,0.7180338687875212
Flutter Kicks,Cardio,"Back, Biceps",Abs,Upper,2,1766.64,5,21,360.69,0.7395448095852883,0.27784466263280555,0.3958333333333333,0.7908496732026142,0.5637526802359458
Scissors Kicks,HIIT,Triceps,Arms,Posterior,3,726.0,5,15,328.2,0.47268546391924654,0.37381997744915685,0.16666666666666666,0.07189542483660132,0.5485959839442724
Lunges,Strength,"Back, Core, Shoulders",Legs,Middle,3,1289.34,5,21,344.92,0.6154311346082093,0.6302707736719789,0.25,0.5294117647058822,0.5414563696788915
Shoulder Press,HIIT,"Legs, Core",Arms,Quads,2,834.9,5,20,332.55,0.502489327011558,0.361879638261999,0.375,0.130718954248366,0.5142011673985164
Calf Raises,Yoga,Quadriceps,Back,Quads,3,469.45,4,18,369.95,0.5052514269003212,0.8677776444592555,0.15833333333333333,0.14379084967320255,0.36739276975880875
Plyo Squats,Cardio,Lower Abs,Legs,Wrist Extensors,2,852.05,5,17,362.78,0.5655814086407089,0.4671572186216499,0.3125,0.31372549019607837,0.45171296120576787
Deadlifts,Yoga,"Glutes, Hamstrings, Core",Legs,Lateral,1,699.6,5,19,332.1,0.4752534251177295,0.35095263263110443,0.75,0.37254901960784315,0.7245413810332038
Tricep Extensions,HIIT,"Back, Hamstrings, Glutes",Abs,Upper,3,1525.99,4,24,351.38,0.6742818691629899,0.15381562632683118,0.225,0.503267973856209,0.5893004231335558
Jumping Jacks,Strength,"Core, Shoulders, Legs",Arms,Posterior,3,1228.72,4,24,350.43,0.6145178920357595,0.1510690712192636,0.225,0.4901960784313726,0.5981400878239547
Deadlifts,Yoga,"Quadriceps, Calves, Glutes",Abs,Middle,3,968.44,4,22,360.5,0.5837389310624519,0.15651933499817017,0.20277777777777778,0.6405228758169934,0.6624932600243805
Calf Raises,Strength,"Lower Chest, Triceps",Back,Grip Strength,2,1155.6,5,25,330.04,0.5599767093214981,0.36001502437688787,0.4791666666666667,0.3790849673202614,0.7471876957448931
Lateral Raises,HIIT,"Chest, Triceps, Shoulders",Abs,Anterior,3,1727.76,5,17,335.03,0.6812543798117145,0.412088017856081,0.19444444444444445,0.5359477124183007,0.5822203525890848
Scissors Kicks,Strength,"Quadriceps, Calves, Glutes",Back,Lateral,3,1393.2,4,21,361.43,0.6682889990791122,0.6669803526079353,0.19166666666666668,0.5228758169934641,0.4799088997702572
Renegade Rows,Strength,"Legs, Core",Forearms,Wrist Flexors,1,1389.72,5,25,353.78,0.6524903847182049,0.8822497692923955,1.0,0.5228758169934641,0.632224646613128
Lateral Raises,Strength,"Core, Shoulders, Hips",Abs,Lower Chest,1,962.05,5,18,352.51,0.5667016209145828,0.42606493872230206,0.7083333333333334,0.31372549019607837,0.8001541794707525
Leg Raises,Cardio,"Legs, Shoulders, Core",Back,Posterior,2,800.8,5,16,365.08,0.5601478724021031,0.46024046544145913,0.2916666666666667,0.27450980392156865,0.5724417015941092
Deadlift,Yoga,"Upper Back, Rear Deltoids",Abs,Upper,3,922.37,5,25,332.2,0.5188302047429643,0.8421124352170337,0.3055555555555555,0.5163398692810457,0.7098249622293522
Renegade Rows,Cardio,"Back, Hamstrings, Glutes",Abs,Middle,1,1614.48,5,18,332.82,0.6548275344380514,0.5918559424423644,0.7083333333333334,0.6928104575163399,0.7173629053752815
Wall Angels,Yoga,"Obliques, Core",Back,Posterior,3,919.3,5,22,329.6,0.513093243365198,0.2720374882511154,0.2638888888888889,0.5163398692810457,0.8019466711441912
Resistance Band Pull-Aparts,Strength,"Upper Chest, Triceps",Shoulders,Lower,1,933.14,5,23,372.89,0.601355139803431,0.21772600067833153,0.9166666666666666,0.2941176470588235,0.5631496134797261
Lunges,HIIT,Quadriceps,Forearms,Triceps,3,1580.04,4,21,339.95,0.6622143068776121,0.49561556954223546,0.19166666666666668,0.4640522875816993,0.8414123255002459
Turkish Get-ups,Strength,"Core, Shoulders, Legs",Forearms,Wrist Flexors,1,1122.26,5,20,345.66,0.5843589897028993,0.23849993206593917,0.7916666666666666,0.3594771241830066,0.7443584993097174
Thrusters,Strength,"Core, Shoulders, Hips",Legs,Anterior,2,1294.92,4,22,343.25,0.6132167887699934,0.11018472038337235,0.325,0.4640522875816993,0.7784465296100325
Seated Rows,Cardio,"Legs, Shoulders, Core",Forearms,Posterior,3,1239.67,4,22,367.39,0.6501732288270576,0.33829868730132473,0.20277777777777778,0.6013071895424835,0.620003523901987
Bird Dogs,Strength,"Quadriceps, Hamstrings, Glutes",Forearms,Quads,3,1882.25,5,17,336.95,0.7151326721348448,0.06296139109173839,0.19444444444444445,0.7320261437908497,0.6220748387219359
Rows,Strength,"Legs, Core",Back,Middle,2,1408.36,5,18,347.76,0.6442209636180789,0.6214855700565266,0.3333333333333333,0.6078431372549018,0.7555793966419819
Bench Press,HIIT,"Obliques, Core",Abs,Wrist Extensors,2,1529.92,5,19,368.9,0.7096771235246001,0.9125715646514134,0.3541666666666667,0.43790849673202603,0.6404548590916144
Russian Twists,Cardio,"Core, Obliques",Shoulders,Triceps,2,960.0,5,20,356.39,0.5739716292436596,0.5006604677939694,0.375,0.3333333333333333,0.7601151415751588
Deadlifts,Strength,"Chest, Triceps, Shoulders",Forearms,Grip Strength,2,1813.5,5,15,337.07,0.7019824485402076,0.568633641884751,0.2708333333333333,0.6928104575163399,0.5611138732064054
Pistol Squats,HIIT,Full Body,Back,Grip Strength,3,822.8,4,25,375.46,0.5849489230795217,0.3144619625556488,0.23611111111111113,0.12418300653594776,0.31712220740791186
Bicycle Crunches,Strength,"Lower Back, Glutes",Forearms,Grip Strength,3,1366.2,5,24,354.88,0.6500846850584414,0.20717093250806415,0.2916666666666667,0.5816993464052287,0.6293409553751721
Bicycle Crunches,Strength,"Quadriceps, Hamstrings, Glutes",Abs,Grip Strength,3,1210.61,5,21,341.84,0.5940124344455895,0.39157910502562043,0.25,0.4117647058823529,0.6004592759197885
Zottman Curls,Strength,"Quadriceps, Hamstrings, Glutes",Shoulders,Wrist Flexors,2,720.73,5,21,336.16,0.48739297052876696,0.2898972402073827,0.3958333333333333,0.15686274509803919,0.5598724165576079
Lateral Raises,Cardio,Triceps,Chest,Lower Chest,3,1083.9,4,15,337.65,0.561056756116518,0.5703156495523402,0.125,0.4183006535947712,0.6692230796642109
Push-ups,Strength,"Rear Deltoids, Upper Back",Legs,Posterior,1,1242.0,4,17,350.55,0.6173410454969424,0.7969792200008641,0.525,0.4313725490196078,0.6777692432614371
Bench Press,Strength,"Glutes, Hamstrings, Core",Chest,Wrist Flexors,3,1415.7,4,15,339.05,0.6284340920933861,0.406266497295276,0.125,0.6143790849673202,0.38441912709969994
Pistol Squats,Yoga,"Core, Shoulders, Legs",Shoulders,Lateral,2,856.09,4,24,365.81,0.5723571910261048,0.4580958206541664,0.35833333333333334,0.4575163398692809,0.49131948475051923
Plyo Squats,Strength,"Upper Chest, Triceps",Arms,Posterior,3,1307.89,4,24,365.1,0.6589310319342553,0.45862822661961633,0.225,0.47058823529411753,0.39166995127025195
Tricep Extensions,Strength,"Lower Back, Glutes",Abs,Triceps,3,1534.88,4,20,335.09,0.6438142170545913,0.6988216972045163,0.18055555555555555,0.6078431372549018,0.6611012282118485
Glute Bridges,Strength,"Upper Chest, Triceps",Arms,Grip Strength,3,2258.1,5,23,357.37,0.8286825668311655,0.27538629539392406,0.2777777777777778,0.9411764705882353,0.6745722279919274
Bench Press,Cardio,"Lower Back, Glutes",Forearms,Lateral,2,712.8,5,18,366.24,0.5453048335127955,0.5042212925559376,0.3333333333333333,0.20915032679738563,0.4825675046176443
Zottman Curls,HIIT,"Lower Back, Glutes",Chest,Lats,1,1551.62,5,18,342.76,0.662234430646838,0.10498521721782494,0.7083333333333334,0.5163398692810457,0.7247700645502559
Box Jumps,Yoga,"Legs, Core",Arms,Anterior,2,661.2,4,24,364.61,0.5320351165947476,0.3990170090918885,0.35833333333333334,0.3333333333333333,0.7200378730984347
Kettlebell Swings,Yoga,Core,Arms,Lower,1,938.34,4,20,360.28,0.5774428259005271,0.6809345325565292,0.625,0.5294117647058822,0.42914041189549423
Glute Bridges,Strength,Full Body,Back,Lower,3,1325.39,4,16,342.47,0.6176083454762449,0.2589234649324462,0.1361111111111111,0.5555555555555556,0.567987213166123
Prone Cobras,Yoga,Full Body,Back,Wrist Flexors,2,1232.4,5,20,359.61,0.6333796451530407,0.6599192222252644,0.375,0.7124183006535948,0.5299245995914478
Lateral Raises,Strength,"Shoulders, Upper Back",Legs,Lateral,3,910.8,4,20,336.91,0.5258869967569383,0.3562641555893807,0.18055555555555555,0.28104575163398693,0.4863687446392577
Tricep Dips,Strength,"Glutes, Hamstrings, Core",Back,Lower,1,1223.45,4,17,349.2,0.6110604713840526,0.7808422917112832,0.525,0.4183006535947712,0.6922052852661358
Lateral Raises,Strength,Full Core,Arms,Triceps,2,1367.44,5,20,370.42,0.6810424641335389,0.36947059604258625,0.375,0.5816993464052287,0.4510130454531005
Inverted Rows,Strength,Full Core,Chest,Lower,2,1111.82,4,23,339.21,0.5695769986125874,0.3035345372384271,0.3416666666666667,0.4117647058823529,0.7640717060237725
Plank,Strength,"Lower Abs, Hip Flexors",Forearms,Wrist Extensors,3,722.7,4,19,379.0,0.5724540001822764,0.6119369541605413,0.16944444444444443,0.15686274509803919,0.5712525328517242
Mountain Climbers,Strength,"Obliques, Core",Shoulders,Lats,1,1358.77,4,16,344.77,0.6286544739972884,0.18356188930833855,0.49166666666666664,0.5751633986928104,0.7050009250581257
Superman,Strength,"Core, Lower Back",Chest,Lats,2,1287.0,4,17,333.86,0.5931143118543959,0.5225578398573896,0.24166666666666667,0.5294117647058822,0.6659511867679072
Reverse Lunges,Cardio,"Obliques, Core",Chest,Upper,2,466.82,4,20,337.7,0.4409940412483108,0.46629549563232453,0.2916666666666667,0.026143790849673224,0.6985929948414729
Deadlift,Yoga,"Legs, Core",Abs,Lower,1,951.98,5,24,331.85,0.5239042338037652,0.22278501025318573,0.9583333333333334,0.5424836601307189,0.8848327278196162
Dead Bugs,Strength,"Glutes, Hamstrings, Core",Shoulders,Lower Chest,2,1107.79,4,23,336.07,0.5625857378076415,0.8428100341954987,0.3416666666666667,0.4117647058823529,0.413423951073533
Push-ups,Cardio,"Obliques, Core",Legs,Anterior,3,1364.34,4,18,327.92,0.5964334370656561,0.2925172127845078,0.15833333333333333,0.6078431372549018,0.6414206770841099
Mountain Climbers,Strength,Shoulders,Arms,Upper,2,1552.61,5,21,354.79,0.6862056724244756,0.23047190456687022,0.3958333333333333,0.6209150326797384,0.7254593082571956
Plank,HIIT,"Back, Hamstrings, Glutes",Arms,Grip Strength,1,1373.94,4,19,360.27,0.6622457229250543,0.28107280002336743,0.5916666666666667,0.3594771241830066,0.6802760277739818
Dips,Strength,Triceps,Chest,Grip Strength,2,1068.23,4,22,349.42,0.5812699468253315,0.22550138953985593,0.325,0.3856209150326798,0.6925217837899562
Bird Dogs,HIIT,Lower Abs,Chest,Posterior,2,1705.64,4,19,359.01,0.7243458380373344,0.6153570128496053,0.275,0.5228758169934641,0.7507880156352011
Tricep Extensions,Yoga,"Core, Shoulders, Hips",Abs,Lateral,3,742.22,4,10,328.74,0.4769112827158253,0.4407280071870661,0.06944444444444445,0.35294117647058826,0.6066048122509123
Deadlifts,Yoga,"Chest, Triceps, Shoulders",Abs,Triceps,3,416.18,5,21,339.81,0.4353037344468796,0.1722995209078301,0.25,0.09150326797385618,0.6881802047993527
Windshield Wipers,Strength,"Quadriceps, Hamstrings, Glutes",Arms,Grip Strength,1,741.82,5,21,366.97,0.55239869906772,0.6037662166103704,0.8333333333333334,0.16993464052287582,0.5648823974024373
Mountain Climbers,Yoga,Triceps,Back,Wrist Extensors,2,943.99,5,16,340.88,0.5401970444714443,0.5815100282902702,0.2916666666666667,0.5359477124183007,0.6650126040856655
Bicycle Crunches,Cardio,"Obliques, Core",Shoulders,Posterior,2,1429.21,4,21,348.37,0.6494867257758854,0.7803527333924333,0.30833333333333335,0.6535947712418301,0.7215725708570772
Prone Cobras,Yoga,"Shoulders, Triceps",Arms,Upper,1,935.22,4,24,371.45,0.598913870156248,0.6442882528175516,0.7583333333333333,0.5294117647058822,0.42034236139035275
Plank,Cardio,"Triceps, Chest",Shoulders,Quads,1,2002.57,5,25,351.23,0.7667879157113668,0.391376087395728,1.0,0.9411764705882353,0.6933566470683517
Squats,Yoga,"Obliques, Core",Chest,Posterior,3,884.86,5,25,348.93,0.5445945003082374,0.5366176690838255,0.3055555555555555,0.4836601307189542,0.5348775927422093
Lateral Raises,Cardio,"Back, Core, Shoulders",Shoulders,Posterior,2,1353.6,5,16,343.91,0.6259478668730413,0.16318945303757867,0.2916666666666667,0.6013071895424835,0.6447831679046843
Bicep Curls,Strength,"Core, Lower Back",Arms,Wrist Extensors,1,1479.6,4,24,334.8,0.6324765484107866,0.4035600023201768,0.7583333333333333,0.5751633986928104,0.8427176808448752
Bicycle Crunches,Yoga,"Quadriceps, Glutes",Chest,Wrist Flexors,3,814.96,5,16,345.17,0.5235511450567332,0.5916528678011022,0.18055555555555555,0.4183006535947712,0.6147367106178304
Pistol Squats,Cardio,"Obliques, Core",Shoulders,Grip Strength,3,1229.82,4,19,340.32,0.5947486940952471,0.6500939644981427,0.16944444444444443,0.5163398692810457,0.8411527857209316
Bulgarian Split Squats,HIIT,"Upper Chest, Triceps",Back,Grip Strength,2,664.9,4,17,340.19,0.48448710199373823,0.40588967037295576,0.24166666666666667,0.03921568627450982,0.829640789286669
Tricep Dips,Cardio,"Core, Shoulders, Legs",Abs,Upper,3,1027.2,5,19,371.08,0.6160934303859494,0.6407590936866132,0.22222222222222224,0.3790849673202614,0.44638818735288566
Windshield Wipers,Yoga,"Quadriceps, Hamstrings, Glutes",Back,Lower Chest,1,541.2,4,19,326.8,0.43393285581273777,0.5903255290311095,0.5916666666666667,0.21568627450980388,0.9439066286812678
Inverted Rows,Strength,"Glutes, Hamstrings, Core",Legs,Quads,1,1294.54,5,21,356.69,0.6397082577704539,0.8118605821024348,0.8333333333333334,0.5359477124183007,0.6055452197272551
Tricep Extensions,Cardio,"Legs, Core",Shoulders,Triceps,3,1944.8,4,18,342.9,0.7390735386209146,0.36646138890660074,0.15833333333333333,0.9019607843137255,0.7660749994865332
Plyometric Push-ups,Strength,Lower Abs,Legs,Lats,3,1188.0,5,18,338.6,0.5832055041096174,0.6447415625642964,0.20833333333333334,0.3986928104575163,0.8282682268778605
Jumping Jacks,Yoga,"Core, Shoulders, Hips",Arms,Lateral,3,705.56,4,22,349.46,0.5107277178059346,0.21865309497768687,0.20277777777777778,0.3790849673202614,0.5908365792020916
Prone Cobras,Cardio,"Back, Biceps",Shoulders,Lats,2,482.68,4,17,360.18,0.4885162988349661,0.40995434361900374,0.24166666666666667,0.03921568627450982,0.35119272104454546
Lateral Raises,Yoga,"Glutes, Hamstrings",Back,Middle,1,818.4,5,22,333.25,0.5006599653159545,0.3805462767686638,0.875,0.4901960784313726,0.7901246008673138
Prone Cobras,HIIT,"Chest, Triceps",Back,Upper,2,2688.4,5,24,351.59,0.901048450632149,0.7174065018918039,0.4583333333333333,0.9084967320261438,0.7902266961612444
Face Pulls,Yoga,"Lower Back, Glutes",Back,Quads,2,528.0,5,16,333.99,0.4455742051659324,0.7979545076371435,0.2916666666666667,0.20261437908496732,0.7399826175906656
Russian Twists,HIIT,"Obliques, Core",Chest,Wrist Extensors,2,2368.32,4,23,351.14,0.837831071079239,0.4821407087843228,0.3416666666666667,0.764705882352941,0.5492522088316166
Tricep Extensions,Cardio,"Quadriceps, Glutes",Forearms,Quads,1,1294.78,4,22,360.5,0.6472858269346493,0.1490654687037301,0.6916666666666667,0.6405228758169934,0.8607181483087749
Seated Rows,HIIT,Full Body,Arms,Posterior,1,1358.47,5,22,341.69,0.622508137146725,0.2764895180263981,0.875,0.35294117647058826,0.7672288476568669
Bicep Curls,Strength,"Lower Chest, Triceps",Legs,Triceps,1,1505.7,5,17,345.91,0.6595188917279643,0.12574989640456807,0.6666666666666666,0.5947712418300654,0.7667457209039902
Dips,Yoga,Quadriceps,Chest,Posterior,2,979.2,4,20,347.94,0.5610081237961057,0.2266858143874578,0.2916666666666667,0.5686274509803922,0.585564425733512
Plyometric Push-ups,Cardio,"Legs, Core",Chest,Middle,1,1353.6,5,18,366.33,0.6702631736409097,0.4901695081469936,0.7083333333333334,0.6013071895424835,0.6355758296759513
Dips,Cardio,Quadriceps,Arms,Posterior,3,501.6,5,17,337.17,0.4467190164592919,0.3687407786648804,0.19444444444444445,0.052287581699346365,0.6151717867195112
Dragon Flags,Cardio,"Back, Hamstrings, Glutes",Shoulders,Wrist Flexors,1,1227.78,4,21,376.83,0.6665170127460769,0.6340843888129338,0.6583333333333333,0.5163398692810457,0.735808393297501
Wall Angels,Yoga,"Glutes, Hamstrings, Core",Chest,Wrist Extensors,2,843.8,5,20,346.68,0.5321517056550198,0.5597554218643749,0.375,0.4444444444444443,0.8200474736119402
Plank,HIIT,"Lower Back, Glutes",Arms,Grip Strength,3,1384.84,5,19,357.83,0.6595453398596437,0.541169774192173,0.22222222222222224,0.3660130718954248,0.30099917295140466
Russian Twists,Yoga,"Back, Biceps",Shoulders,Wrist Extensors,2,956.8,4,18,339.96,0.5408730157197911,0.7009160206111272,0.25833333333333336,0.5490196078431373,0.7330325383276007
Incline Push-ups,Cardio,"Lower Chest, Triceps",Legs,Grip Strength,1,1056.0,4,25,333.04,0.5465117870153775,0.6471038355953213,0.7916666666666666,0.4640522875816993,0.9589185254105723
Bicep Curls,HIIT,"Full Body, Core, Shoulders",Chest,Lateral,2,811.44,4,16,334.62,0.5020126100919262,0.3051374324019422,0.225,0.11764705882352944,0.43964399912836716
Leg Press,Strength,Full Body,Chest,Triceps,2,575.24,5,16,366.52,0.5190717666447427,0.5059838739741662,0.2916666666666667,0.058823529411764684,0.34477077666361955
Bird Dogs,HIIT,"Full Body, Core, Shoulders",Back,Triceps,2,2835.76,4,15,346.67,0.9200184221918752,0.368873644848616,0.20833333333333334,0.9738562091503268,0.6395956773116784
Scissors Kicks,Yoga,"Legs, Core",Forearms,Middle,3,705.56,5,20,338.35,0.4887677241310453,0.4848948482868331,0.23611111111111113,0.3790849673202614,0.3421061095875899
Reverse Lunges,Strength,"Back, Biceps",Arms,Wrist Flexors,3,1575.49,4,25,352.69,0.6865101503282319,0.31637748993721787,0.23611111111111113,0.633986928104575,0.6970916539219565
