Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,E,I,S,D,R,E_scaled,I_scaled,S_scaled,D_scaled,R_scaled
Bear Crawls,HIIT,"Glutes, Hamstrings",Shoulders,Grip Strength,2,0.8539325807329543,0.48912204897376027,,0.8758169934640523,,2.065734535158964,0.11173960430623245,,1.67059217033016,
Deadlift,Yoga,"Legs, Core",Forearms,Anterior,1,0.48016184297626663,0.7184056549249833,,0.3594771241830066,,-1.123959947348721,1.225480268123021,,-0.6453044169650666,
Kettlebell Swings,HIIT,"Rear Deltoids, Upper Back",Chest,Posterior,3,0.6945790968287759,0.6117851872259128,,0.3660130718954248,,0.7058396128646081,0.7075734165669565,,-0.6159892702904438,
Windshield Wipers,Cardio,"Core, Shoulders, Legs",Forearms,Wrist Flexors,1,0.6541904678297666,0.4071672495816801,,0.5882352941176469,,0.3611700760052186,-0.2863542423917513,,0.3807257166467417,
Turkish Get-ups,HIIT,Core,Back,Lower Chest,2,0.687052706218873,0.7455535800477908,,0.4967320261437908,,0.6416107041338432,1.3573507872649624,,-0.029686336797981355,
Incline Push-ups,Strength,"Lower Back, Glutes",Forearms,Wrist Extensors,2,0.8167035045133617,0.2700917971528295,,0.830065359477124,,1.748028072317043,-0.9521955909161303,,1.4653861436077975,
Frog Jumps,HIIT,"Lower Back, Glutes",Legs,Middle,3,0.7001582089492733,0.4065304214453376,,0.5947712418300654,,0.7534507855713021,-0.28944762269848906,,0.4100408633213657,
Dragon Flags,Strength,"Glutes, Hamstrings",Arms,Lats,2,0.45681243574425573,0.36571576733379035,,0.07189542483660132,,-1.3232197285310898,-0.4877040125309028,,-1.9351708706484843,
Flutter Kicks,HIIT,Full Body,Legs,Lateral,3,0.6964467972149453,0.3943223678138175,,0.6013071895424835,,0.7217782431931811,-0.34874800616494844,,0.43935600999598823,
Bear Crawls,Strength,"Quadriceps, Glutes",Abs,Lats,2,0.5782069910480043,0.3769489831610346,,0.3790849673202614,,-0.28725970238559,-0.43313888476989854,,-0.5573589769411975,
Decline Push-ups,HIIT,"Back, Hamstrings, Glutes",Forearms,Triceps,1,0.6280765764388966,0.2691000071629313,,0.2941176470588235,,0.1383186677163074,-0.9570131915340787,,-0.9384558837112983,
Face Pulls,Strength,Quadriceps,Abs,Posterior,3,0.6153970031270785,0.3254669647531008,,0.3856209150326798,,0.0301133938738547,-0.6832117895395405,,-0.528043830266574,
Bicycle Crunches,Yoga,"Triceps, Chest",Arms,Wrist Extensors,2,0.5582478369933713,0.41629562575255474,,0.326797385620915,,-0.4575876524698651,-0.24201333239105072,,-0.7918801503381827,
Tricep Dips,Strength,Shoulders,Abs,Lats,3,0.7136943421278781,0.5063083232101553,,0.6405228758169934,,0.8689657923731218,0.19522159769677583,,0.6152468900437273,
Calf Raises,Cardio,"Legs, Core",Arms,Anterior,1,0.6485195335596486,0.42444607724307776,,0.4967320261437908,,0.3127753090402504,-0.2024226725364044,,-0.029686336797981355,
Bird Dogs,HIIT,"Back, Core, Shoulders",Back,Quads,2,0.6776025522749445,0.6812296448700866,,0.503267973856209,,0.5609647336260628,1.0448985211427835,,-0.0003711901233585814,
Decline Push-ups,HIIT,"Back, Core, Shoulders",Abs,Wrist Extensors,1,0.6991312239994087,0.631515249977794,,0.5882352941176469,,0.7446866745874889,0.803411813277717,,0.3807257166467417,
Pistol Squats,Cardio,"Shoulders, Triceps",Legs,Triceps,1,0.5873963293374147,0.6002831982251787,,0.5686274509803922,,-0.20883948732127033,0.6517027283346013,,0.29278027662287365,
Burpees,Cardio,"Back, Core, Shoulders",Forearms,Wrist Extensors,3,0.7094158008095091,0.5869121568345915,,0.8366013071895425,,0.8324534647407036,0.5867531544106707,,1.4947012902824215,
Zottman Curls,HIIT,"Glutes, Hamstrings, Core",Abs,Lats,3,0.7094368244630671,0.3519571188923294,,0.4248366013071894,,0.8326328769444484,-0.554536380178132,,-0.3521529502188361,
Box Jumps,HIIT,"Quadriceps, Hamstrings, Glutes",Shoulders,Posterior,1,0.5410793040032416,0.5101045009642808,,0.052287581699346365,,-0.604100927639674,0.2136614574255423,,-2.023116310672354,
Kettlebell Swings,Strength,"Obliques, Core",Legs,Wrist Flexors,2,0.7898200676828302,0.582898753542233,,0.9019607843137255,,1.5186094970592585,0.5672581258478924,,1.7878527570286527,
Shoulder Press,Cardio,"Legs, Core",Arms,Grip Strength,1,0.5723736150313634,0.3496934538165382,,0.5163398692810457,,-0.33704071896903515,-0.5655320893292994,,0.05825910322588796,
Glute Bridges,HIIT,Quadriceps,Abs,Wrist Extensors,3,0.5337679755875179,0.3661068810181685,,0.20915032679738563,,-0.6664945330016235,-0.4858041854034464,,-1.3195527904813986,
Lunges,HIIT,"Glutes, Hamstrings, Core",Abs,Triceps,2,0.498251866529151,0.6308139623119231,,0.13725490196078433,,-0.9695828319506954,0.8000053220579318,,-1.642019403902253,
Dips,Strength,Calves,Abs,Lower Chest,3,0.6097831770254725,0.8174337040632661,,0.3594771241830066,,-0.0177940219113444,1.7065070939450802,,-0.6453044169650666,
Glute Bridges,Strength,"Full Body, Core, Shoulders",Abs,Triceps,3,0.6725740084027205,0.41005106947259123,,0.6405228758169934,,0.5180520146140095,-0.27234614326793216,,0.6152468900437273,
Wall Angels,Strength,"Quadriceps, Glutes",Shoulders,Lower Chest,3,0.769604881601752,0.21609966250205986,,0.9411764705882353,,1.3460966141816915,-1.2144613365954184,,1.9637436370763914,
Bicycle Crunches,Cardio,"Legs, Core",Forearms,Posterior,3,0.7371844048220514,0.30715525064686405,,0.8366013071895425,,1.0694259028115656,-0.772160585244725,,1.4947012902824215,
Step-ups,Strength,"Core, Shoulders, Hips",Legs,Quads,1,0.5234949915046115,0.1742813340608388,,0.15032679738562085,,-0.7541623928367781,-1.417593054995478,,-1.5833891105530071,
Dead Bugs,HIIT,"Chest, Triceps",Abs,Grip Strength,3,0.49824769195880564,0.35377509887981795,,0.12418300653594776,,-0.9696184570081231,-0.5457055776893492,,-1.700649697251499,
Box Jumps,Cardio,"Lower Abs, Hip Flexors",Shoulders,Lats,2,0.6577374910190465,0.17628096051203926,,0.6274509803921569,,0.39143975512477003,-1.4078799083363165,,0.5566165966944813,
Decline Push-ups,HIIT,"Lower Abs, Hip Flexors",Shoulders,Upper,2,0.6705481205136232,0.6177793608197581,,0.4967320261437908,,0.5007634396420455,0.7366899984077995,,-0.029686336797981355,
Box Jumps,Yoga,"Biceps, Forearms",Forearms,Grip Strength,1,0.4984655387907808,0.38363267948185015,,0.4836601307189542,,-0.9677593900245667,-0.40067295967153566,,-0.08831663014722764,
Deadlift,Cardio,"Glutes, Hamstrings",Shoulders,Wrist Flexors,2,0.5958749107299347,0.23410697387770885,,0.5620915032679737,,-0.13648474802432148,-1.1269911712433547,,0.2634651299482496,
Frog Jumps,Yoga,"Lower Back, Glutes",Arms,Wrist Extensors,1,0.5003745728118981,0.4284427105469235,,0.3006535947712418,,-0.9514680256426893,-0.18300910386719743,,-0.909140737036675,
Lunges,Strength,"Lower Abs, Hip Flexors",Arms,Wrist Flexors,2,0.82883749635252,0.5811534369560386,,0.8627450980392157,,1.8515774487408103,0.5587802844199619,,1.611961876980914,
Calf Raises,Strength,"Shoulders, Upper Back",Back,Anterior,3,0.6369312129506458,0.575282533881727,,0.5424836601307189,,0.21388259601002857,0.5302624867341612,,0.17551968992438055,
Bird Dogs,HIIT,"Back, Hamstrings, Glutes",Legs,Lower Chest,1,0.7425313817332899,0.6186631155420856,,0.5228758169934641,,1.1150560740075137,0.7409828198112871,,0.08757424990051148,
Kettlebell Swings,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Wrist Extensors,1,0.7425458445449529,0.16514031070100232,,0.6274509803921569,,1.1151794971273645,-1.461995398470985,,0.5566165966944813,
Pistol Squats,Yoga,"Quadriceps, Hamstrings, Glutes",Abs,Posterior,1,0.5439732853664593,0.6497631543782368,,0.503267973856209,,-0.57940419390889,0.8920506545760264,,-0.0003711901233585814,
Push-ups,Strength,Full Core,Shoulders,Anterior,3,0.6813737814531545,0.3431268770593274,,0.5555555555555556,,0.5931477476688558,-0.5974291084216097,,0.2341499832736271,
Burpees,Cardio,"Lower Back, Glutes",Back,Lateral,3,0.7375337923425155,0.5041045298717027,,0.869281045751634,,1.072407515157599,0.18451671434717729,,1.6412770236555372,
Frog Jumps,Strength,"Full Body, Core, Shoulders",Arms,Triceps,1,0.5797287029977619,0.21922133077899475,,0.3790849673202614,,-0.2742736772108011,-1.199297893554886,,-0.5573589769411975,
Bench Press,Strength,Full Core,Chest,Lower Chest,3,0.5589871372359492,0.4869881828280238,,0.3856209150326798,,-0.4512785927536863,0.1013743909374481,,-0.528043830266574,
Leg Raises,Yoga,"Biceps, Forearms",Legs,Upper,1,0.42983403224955374,0.5096854329517352,,0.0980392156862745,,-1.5534487327875293,0.21162584269181262,,-1.8179102839499919,
Shoulder Press,Cardio,"Upper Chest, Triceps",Shoulders,Lats,1,0.623341707855535,0.5725664793519615,,0.5947712418300654,,0.09791212255337699,0.5170693045945398,,0.4100408633213657,
Bicep Curls,HIIT,"Full Body, Core, Shoulders",Arms,Wrist Flexors,1,0.6656074026579615,0.7275619240179872,,0.4052287581699347,,0.4586002125836172,1.2699566674513565,,-0.44009839024270464,
Squats,Cardio,"Quadriceps, Hamstrings, Glutes",Legs,Lower,3,0.674089672190622,0.19949503066707225,,0.6143790849673202,,0.5309864258272091,-1.2951180133151081,,0.4979863033452348,
Mountain Climbers,Cardio,"Core, Lower Back",Arms,Middle,1,0.6008068166472492,0.13607592703553417,,0.4183006535947712,,-0.09439672051547554,-1.6031750777712603,,-0.38146809689345884,
Bench Press,Yoga,"Lower Chest, Triceps",Abs,Quads,2,0.5712748511810859,0.26962534159654994,,0.6601307189542484,,-0.346417378607625,-0.9544613897234046,,0.703192330067597,
Kettlebell Swings,Cardio,"Quadriceps, Glutes",Legs,Wrist Extensors,1,0.5424178922626319,0.5358005581958912,,0.4117647058823529,,-0.5926776481958284,0.33847955647749195,,-0.4107832435680819,
Plyo Squats,Yoga,"Quadriceps, Calves, Glutes",Legs,Lats,1,0.5758989969646903,0.6672276221351213,,0.5294117647058822,,-0.30695572256467507,0.9768839675905527,,0.116889396575134,
Bicycle Crunches,Cardio,"Core, Shoulders, Legs",Forearms,Grip Strength,3,0.7290781968748548,0.3674486877025424,,0.8366013071895425,,1.000248933746468,-0.47928638548849606,,1.4947012902824215,
Push-ups,Yoga,"Core, Obliques",Shoulders,Upper,1,0.5979130886988493,0.6425245654895915,,0.5294117647058822,,-0.11909129164826984,0.8568893496040006,,0.116889396575134,
Incline Push-ups,Strength,"Full Body, Core, Shoulders",Shoulders,Wrist Extensors,1,0.5750066955243268,0.16542896087322712,,0.3856209150326798,,-0.31457046789798615,-1.4605932858642388,,-0.528043830266574,
Renegade Rows,Strength,"Full Body, Core, Shoulders",Legs,Lower,2,0.6513464073381876,0.46198133120428714,,0.633986928104575,,0.33689935831245715,-0.020095905256835255,,0.5859317433691038,
Plank,Yoga,Full Core,Abs,Lower,3,0.6924924534298881,0.5771423601974319,,0.8627450980392157,,0.6880325609366255,0.539296556949708,,1.611961876980914,
Bulgarian Split Squats,Yoga,"Legs, Shoulders, Core",Legs,Wrist Flexors,3,0.5722341609802167,0.5515305917677111,,0.5163398692810457,,-0.33823079559241026,0.41488788911626784,,0.05825910322588796,
Calf Raises,Cardio,"Shoulders, Upper Back",Abs,Upper,3,0.5389656399029852,0.1729510723372528,,0.3921568627450981,,-0.6221385695346132,-1.4240547754875743,,-0.49872868359195094,
Dead Bugs,Strength,"Lower Chest, Triceps",Chest,Anterior,3,0.5538296641872955,0.30384380224984947,,0.3921568627450981,,-0.49529157093840864,-0.7882458815335083,,-0.49872868359195094,
Wall Angels,HIIT,Full Body,Legs,Lower,1,0.7559771144871441,0.4052441502297072,,0.6078431372549018,,1.2297996193038823,-0.295695660152372,,0.46867115667061127,
Inverted Rows,HIIT,"Shoulders, Upper Back",Chest,Middle,1,0.6460253910507179,0.4319866303301208,,0.43790849673202603,,0.29149073056556224,-0.1657945823340213,,-0.2935226568695898,
Kettlebell Swings,Yoga,"Triceps, Chest",Chest,Quads,2,0.5179038506479504,0.3614165742212109,,0.43790849673202603,,-0.8018762166862649,-0.5085872595961093,,-0.2935226568695898,
Push Ups,Strength,"Core, Shoulders, Hips",Shoulders,Grip Strength,2,0.5676730577520411,0.15913723827197107,,0.18300653594771243,,-0.3771544574295504,-1.4911552062309514,,-1.4368133771798912,
Scissors Kicks,Cardio,"Rear Deltoids, Upper Back",Chest,Lateral,3,0.7024414318111125,0.6066687723337841,,0.718954248366013,,0.7729354124536902,0.6827205305759113,,0.9670286501392046,
Pull-ups,Yoga,"Quadriceps, Glutes",Chest,Lats,3,0.4846553083885162,0.9159231062376411,,0.4248366013071894,,-1.0856134948714222,2.18491745259908,,-0.3521529502188361,
Turkish Get-ups,Strength,Full Core,Legs,Middle,2,0.6550063748637469,0.22309575725756745,,0.5816993464052287,,0.36813288475837525,-1.1804779421665044,,0.35141056997211917,
Bicep Curls,Cardio,"Obliques, Core",Abs,Grip Strength,3,0.6521826237377261,0.3895351391598742,,0.5816993464052287,,0.3440354836597725,-0.3720018763959489,,0.35141056997211917,
Tricep Dips,Cardio,"Lower Chest, Triceps",Abs,Wrist Flexors,1,0.4996324314289494,0.9639466285326725,,0.18300653594771243,,-0.9578013311567584,2.418190779655298,,-1.4368133771798912,
Bird Dogs,Cardio,"Glutes, Hamstrings, Core",Forearms,Lats,1,0.5391667259466433,0.5067277913718761,,0.3464052287581699,,-0.6204225362040878,0.19725915614735384,,-0.7039347103143131,
Kettlebell Swings,Yoga,"Core, Shoulders, Legs",Back,Lower,2,0.6012402370447997,0.48907751834981295,,0.5882352941176469,,-0.09069798620853009,0.11152329766507722,,0.3807257166467417,
Dragon Flags,Yoga,Core,Abs,Anterior,3,0.5216550421964185,0.5255074622370212,,0.2287581699346405,,-0.7698642002914263,0.28848104272243247,,-1.2316073504575296,
Lat Pulldowns,Strength,"Glutes, Hamstrings, Core",Shoulders,Wrist Extensors,2,0.5206103957271357,0.4291513358727286,,0.065359477124183,,-0.7787790316108628,-0.17956697010676007,,-1.9644860173231076,
Step-ups,Strength,Lower Abs,Back,Lateral,2,0.640437679992724,0.5939195245649741,,0.5686274509803922,,0.2438061760215082,0.6207913070961483,,0.29278027662287365,
Leg Raises,Strength,"Glutes, Hamstrings",Back,Wrist Flexors,2,0.6233963018134246,0.47798241530116925,,0.4183006535947712,,0.09837801789688091,0.05762905004433411,,-0.38146809689345884,
Deadlift,HIIT,"Core, Lower Back",Legs,Lats,3,0.48370277204723644,0.47239026573385606,,0.052287581699346365,,-1.093742274375146,0.030465292106110122,,-2.023116310672354,
Lat Pulldowns,Cardio,"Upper Back, Rear Deltoids",Shoulders,Lateral,3,0.5631785507371482,0.25772106974653447,,0.24183006535947713,,-0.4155097987626873,-1.0122861590848575,,-1.172977057108283,
Incline Push-ups,Yoga,"Obliques, Core",Abs,Upper,3,0.4948864426154024,0.40081457330158965,,0.3594771241830066,,-0.9983027744304388,-0.31721224406984017,,-0.6453044169650666,
Inverted Rows,Yoga,"Full Body, Core, Shoulders",Forearms,Quads,2,0.5531284552248261,0.519223648720741,,0.6405228758169934,,-0.5012755662936832,0.2579575405824164,,0.6152468900437273,
Inverted Rows,Strength,"Quadriceps, Glutes",Legs,Wrist Extensors,1,0.8209779146005538,0.8803913288073907,,0.9673202614379085,,1.7845051447409606,2.012322533666341,,2.081004223774884,
Incline Push-ups,Cardio,"Chest, Triceps, Shoulders",Shoulders,Grip Strength,1,0.5840059091156398,0.8208607323567676,,0.3594771241830066,,-0.23777274394720185,1.7231538173367875,,-0.6453044169650666,
Deadlifts,Strength,Full Core,Shoulders,Lower Chest,2,0.6520006432622619,0.4357141089961864,,0.5098039215686274,,0.3424824939260231,-0.14768842709154845,,0.02894395655126494,
Push Ups,Strength,"Back, Hamstrings, Glutes",Legs,Lats,3,0.6310126196582586,0.7685822265123305,,0.4967320261437908,,0.16337435001345801,1.4692119903100456,,-0.029686336797981355,
Bench Press,Yoga,"Triceps, Chest",Back,Anterior,3,0.4280864380934722,0.5083833787711646,,0.0980392156862745,,-1.568362397433328,0.20530113979219652,,-1.8179102839499919,
Bulgarian Split Squats,Cardio,"Biceps, Forearms",Legs,Middle,3,0.5856429836195052,0.5805383615178015,,0.4183006535947712,,-0.22380223479559272,0.5557925674218902,,-0.38146809689345884,
Superman,Cardio,"Quadriceps, Glutes",Back,Posterior,3,0.5884437653711484,0.3244021532181647,,0.5359477124183007,,-0.19990085034387545,-0.6883840908946222,,0.146204543249758,
Frog Jumps,Strength,"Glutes, Hamstrings",Abs,Anterior,2,0.7041874908522793,0.36265748284697263,,0.5751633986928104,,0.7878359766957411,-0.5025595700416895,,0.32209542329749613,
Tricep Dips,Cardio,Full Core,Abs,Lats,1,0.635674495074701,0.40537289172555796,,0.6274509803921569,,0.20315798418239145,-0.29507030083610203,,0.5566165966944813,
Zottman Curls,Yoga,"Quadriceps, Glutes",Forearms,Triceps,1,0.5412447523949523,0.18561726494561276,,0.5751633986928104,,-0.6026890198339779,-1.3625289908369822,,0.32209542329749613,
Flutter Kicks,HIIT,Lower Abs,Back,Lower,2,0.8095840026471313,0.25673773498989794,,0.6601307189542484,,1.6872714813725125,-1.017062688571416,,0.703192330067597,
Push Ups,Strength,Core,Back,Lower Chest,2,0.6136537029357477,0.5535562528380239,,0.4444444444444443,,0.01523637317657906,0.4247274984322427,,-0.2642075101949668,
Push Ups,Yoga,Quadriceps,Forearms,Grip Strength,3,0.5143409978851323,0.329187176903168,,0.4771241830065359,,-0.8322809826338494,-0.6651409312574329,,-0.11763177682185066,
Push Ups,HIIT,"Glutes, Hamstrings, Core",Legs,Posterior,2,0.6478406507351601,0.25172484177005083,,0.4313725490196078,,0.30698184106430076,-1.0414127200494752,,-0.32283780354421254,
Dragon Flags,Strength,"Glutes, Hamstrings, Core",Arms,Lower Chest,1,0.7682307220462992,0.47650605944578545,,0.8758169934640523,,1.3343697754825998,0.050457680143798096,,1.67059217033016,
Wall Angels,HIIT,Full Body,Forearms,Anterior,2,0.6804882573195912,0.6179755853719955,,0.4836601307189542,,0.5855908386932979,0.7376431553601219,,-0.08831663014722764,
Kettlebell Swings,HIIT,"Lower Back, Glutes",Shoulders,Wrist Extensors,1,0.6220283873320713,0.16373358019429793,,0.37254901960784315,,0.08670447357422356,-1.4688285645922543,,-0.5866741236158205,
Lat Pulldowns,Strength,"Lower Abs, Hip Flexors",Shoulders,Wrist Extensors,1,0.6583257882843263,0.35402124459863277,,0.6535947712418301,,0.3964601816899944,-0.5445099296397159,,0.6738771833929739,
Pull-ups,Yoga,"Quadriceps, Calves, Glutes",Back,Anterior,3,0.5243018117082898,0.21686448961438556,,0.22222222222222218,,-0.7472771295133459,-1.2107462037482497,,-1.2609224971321524,
Incline Push-ups,Strength,"Obliques, Core",Legs,Quads,3,0.7734976832287728,0.4750517178652045,,0.8888888888888887,,1.3793171063628853,0.043393244155657026,,1.7292224636794056,
Resistance Band Pull-Aparts,HIIT,"Full Body, Core, Shoulders",Forearms,Quads,1,0.665600727579253,0.35812363362830507,,0.5686274509803922,,0.4585432486226223,-0.5245826545858076,,0.29278027662287365,
Thrusters,HIIT,"Lower Back, Glutes",Shoulders,Lower,3,0.8647489009654916,0.3589625146716003,,0.8431372549019608,,2.158039131216506,-0.5205078062068891,,1.5240164369570446,
Burpees,Yoga,Quadriceps,Forearms,Anterior,1,0.5639810956049899,0.6643212618945533,,0.6470588235294117,,-0.40866102041186325,0.9627663791559503,,0.6445620367183504,
Incline Push-ups,Yoga,"Chest, Triceps, Shoulders",Arms,Quads,1,0.4600126322729588,0.3341429329776896,,0.032679738562091575,,-1.2959098078245919,-0.6410684423533377,,-2.111061750696223,
Calf Raises,Strength,"Rear Deltoids, Upper Back",Chest,Lower Chest,2,0.5842928410454341,0.5042331813009342,,0.4575163398692809,,-0.23532411675178969,0.18514163616659296,,-0.20557721684572047,
Flutter Kicks,Strength,"Lower Chest, Triceps",Legs,Anterior,3,0.7530880217513347,0.7083584335193742,,0.830065359477124,,1.2051446042693368,1.1766760852361824,,1.4653861436077975,
