Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Sets,Reps,Burns Calories (per 30 min),pseudo_target
Lunges,Cardio,"Legs, Core",Shoulders,Wrist Extensors,2,5,22,361.12,0.44031534
Dips,HIIT,"Lower Chest, Triceps",Shoulders,Grip Strength,3,5,22,365.79,0.44031247
Scissors Kicks,HIIT,"Core, Obliques",Forearms,Lower Chest,3,5,16,376.35,0.440311
Pull-ups,Cardio,"Rear Deltoids, Upper Back",Legs,Upper,2,5,15,357.22,0.44031054
Scissors Kicks,Strength,"Quadriceps, Glutes",Shoulders,Grip Strength,3,4,24,363.1,0.4403092
Dips,HIIT,"Core, Lower Back",Back,Triceps,3,5,22,329.68,0.44030786
Plank,Cardio,"Triceps, Chest",Chest,Posterior,2,4,19,337.48,0.4402986
Deadlifts,Cardio,"Quadriceps, Glutes",Forearms,Lower,2,5,20,352.3,0.44029856
Thrusters,Cardio,"Legs, Shoulders, Core",Abs,Lower Chest,2,5,23,346.52,0.44029272
Russian Twists,HIIT,"Quadriceps, Hamstrings, Glutes",Back,Lower,3,3,10,130.35,0.4402881
Reverse Lunges,Cardio,"Legs, Core",Forearms,Upper,2,4,18,360.36,0.44028473
Dips,HIIT,"Glutes, Hamstrings",Shoulders,Grip Strength,3,4,16,341.68,0.44028208
Plyometric Push-ups,HIIT,"Chest, Triceps",Legs,Anterior,3,5,15,361.47,0.44028166
Mountain Climbers,Cardio,"Back, Hamstrings, Glutes",Chest,Lats,2,5,15,362.02,0.44027913
Box Jumps,HIIT,Shoulders,Legs,Grip Strength,3,4,22,334.41,0.44027802
Windshield Wipers,Cardio,Full Core,Shoulders,Wrist Flexors,2,5,25,344.43,0.44027078
Scissors Kicks,HIIT,"Core, Lower Back",Legs,Middle,3,5,19,351.1,0.44027036
Bear Crawls,Cardio,Full Core,Chest,Grip Strength,2,4,23,335.44,0.44026676
Russian Twists,Cardio,Full Core,Chest,Grip Strength,2,5,15,368.27,0.44026676
Leg Raises,HIIT,"Full Body, Core, Shoulders",Shoulders,Lower Chest,3,4,24,347.78,0.44026154
Windshield Wipers,Cardio,"Obliques, Core",Arms,Anterior,2,5,25,347.14,0.4402612
Russian Twists,HIIT,Triceps,Back,Posterior,3,5,20,346.64,0.44025314
Bear Crawls,HIIT,"Back, Biceps",Back,Posterior,3,4,19,340.76,0.44025314
Wall Angels,HIIT,"Legs, Core",Legs,Wrist Extensors,3,4,15,334.46,0.4402529
Flutter Kicks,Strength,"Quadriceps, Glutes",Shoulders,Middle,3,4,17,353.55,0.44025254
Glute Bridges,Cardio,"Glutes, Hamstrings",Back,Upper,2,4,22,336.8,0.44024944
Inverted Rows,HIIT,"Core, Lower Back",Abs,Posterior,3,5,15,352.03,0.44024768
Renegade Rows,HIIT,"Legs, Shoulders, Core",Shoulders,Triceps,3,4,22,341.95,0.4402459
Prone Cobras,Strength,"Quadriceps, Glutes",Shoulders,Wrist Flexors,3,5,22,347.16,0.44024372
Pistol Squats,Cardio,"Chest, Triceps, Shoulders",Legs,Quads,2,4,20,361.53,0.44024348
Turkish Get-ups,HIIT,"Upper Back, Rear Deltoids",Forearms,Posterior,3,5,21,358.28,0.440242
Dragon Flags,Cardio,Core,Abs,Wrist Extensors,2,4,15,338.66,0.4402398
Bear Crawls,HIIT,"Full Body, Core, Shoulders",Abs,Grip Strength,3,4,21,347.35,0.4402345
Zottman Curls,HIIT,"Lower Abs, Hip Flexors",Forearms,Upper,3,4,16,342.0,0.4402333
Thrusters,Cardio,"Shoulders, Triceps",Shoulders,Lower,2,5,25,337.3,0.4402328
Deadlift,HIIT,"Core, Lower Back",Legs,Lats,3,4,20,337.35,0.4402321
Dragon Flags,HIIT,Shoulders,Forearms,Quads,3,5,19,347.73,0.44022754
Russian Twists,Cardio,"Back, Core, Shoulders",Abs,Middle,2,4,15,350.31,0.4402217
Deadlifts,HIIT,"Shoulders, Triceps",Abs,Posterior,3,5,25,340.08,0.44022065
Plyo Squats,Strength,"Core, Shoulders, Hips",Chest,Middle,2,5,25,339.98,0.44021884
Dragon Flags,HIIT,"Chest, Triceps",Forearms,Wrist Flexors,3,4,17,335.95,0.44021577
Kettlebell Swings,Strength,Shoulders,Arms,Wrist Extensors,3,5,19,370.39,0.44021446
Dragon Flags,HIIT,"Upper Chest, Triceps",Legs,Quads,3,4,18,340.17,0.4402095
Decline Push-ups,HIIT,Triceps,Legs,Quads,3,5,18,363.62,0.4402095
Plank,Cardio,"Full Body, Core, Shoulders",Arms,Wrist Flexors,2,5,21,354.93,0.44020364
Resistance Band Pull-Aparts,HIIT,"Shoulders, Triceps",Shoulders,Triceps,3,5,16,342.26,0.44020092
Pistol Squats,Cardio,"Core, Shoulders, Hips",Forearms,Grip Strength,2,4,16,354.51,0.44020015
Superman,HIIT,Full Core,Legs,Lower,3,5,22,372.39,0.44019526
Dips,Cardio,Lower Abs,Chest,Lower,2,4,21,357.95,0.4401945
Bench Press,Cardio,"Lower Back, Glutes",Forearms,Lateral,2,5,18,366.24,0.4401929
Russian Twists,Cardio,"Core, Shoulders, Hips",Shoulders,Upper,2,5,20,348.64,0.44019103
Plyo Squats,HIIT,"Core, Shoulders, Hips",Shoulders,Posterior,3,3,12,199.88,0.44018456
Turkish Get-ups,Cardio,"Core, Shoulders, Hips",Shoulders,Lower,2,5,16,377.74,0.4401826
Squats,Strength,"Lower Back, Glutes",Shoulders,Lats,3,4,16,337.5,0.44017592
Calf Raises,Cardio,Shoulders,Forearms,Middle,2,5,20,350.66,0.44017428
Inverted Rows,HIIT,"Triceps, Chest",Legs,Lower,3,5,16,346.21,0.44017005
Turkish Get-ups,HIIT,"Glutes, Hamstrings, Core",Back,Upper,3,4,17,343.06,0.44016993
Renegade Rows,Cardio,"Chest, Triceps, Shoulders",Abs,Lower Chest,2,3,8,250.73,0.44016358
Bench Press,HIIT,"Legs, Shoulders, Core",Arms,Wrist Flexors,3,5,16,343.32,0.440163
Renegade Rows,HIIT,"Full Body, Core, Shoulders",Shoulders,Wrist Flexors,3,5,23,361.19,0.44016194
Resistance Band Pull-Aparts,Cardio,Lower Abs,Arms,Lower,2,4,18,365.81,0.44016057
Bench Press,Cardio,"Upper Back, Rear Deltoids",Shoulders,Triceps,2,4,25,341.33,0.4401573
Step-ups,Cardio,"Chest, Triceps, Shoulders",Shoulders,Upper,2,5,23,360.88,0.44015628
Face Pulls,Cardio,"Quadriceps, Hamstrings, Glutes",Legs,Wrist Extensors,2,4,15,365.07,0.44015568
Rows,Cardio,Full Core,Forearms,Triceps,2,4,22,347.57,0.4401518
Kettlebell Swings,Strength,"Quadriceps, Glutes",Shoulders,Upper,3,5,22,347.27,0.4401509
Plyometric Push-ups,HIIT,"Full Body, Core, Shoulders",Arms,Anterior,3,3,20,210.12,0.44014987
Inverted Rows,HIIT,"Shoulders, Triceps",Back,Anterior,3,4,15,333.47,0.44014934
Lateral Raises,HIIT,"Glutes, Hamstrings",Forearms,Lower,3,5,15,352.52,0.4401486
Flutter Kicks,Strength,"Upper Back, Rear Deltoids",Chest,Wrist Extensors,3,5,21,369.26,0.44014823
Shoulder Press,HIIT,"Upper Chest, Triceps",Shoulders,Upper,3,4,15,365.85,0.44014013
Plyo Squats,HIIT,"Upper Back, Rear Deltoids",Legs,Grip Strength,3,4,15,356.68,0.44013843
Push Ups,HIIT,"Obliques, Core",Arms,Middle,3,5,22,340.69,0.44013557
Dips,Cardio,"Lower Back, Glutes",Forearms,Upper,2,5,23,361.37,0.44013456
Burpees,Cardio,"Rear Deltoids, Upper Back",Abs,Lower Chest,2,5,20,348.41,0.44012946
Kettlebell Swings,Cardio,Shoulders,Shoulders,Middle,2,4,15,339.21,0.4401267
Tricep Extensions,Strength,"Legs, Shoulders, Core",Shoulders,Wrist Flexors,3,5,16,355.99,0.44012135
Bicycle Crunches,Strength,"Back, Core, Shoulders",Legs,Lower Chest,3,5,22,367.52,0.44011712
Kettlebell Swings,Cardio,Lower Abs,Forearms,Anterior,2,5,23,337.02,0.44011137
Glute Bridges,HIIT,"Back, Hamstrings, Glutes",Shoulders,Upper,3,3,12,164.63,0.4401104
Bench Press,HIIT,"Core, Shoulders, Legs",Abs,Quads,3,4,16,360.66,0.44011018
Face Pulls,HIIT,"Back, Hamstrings, Glutes",Forearms,Upper,3,4,15,360.23,0.4401095
Jumping Jacks,Cardio,"Legs, Shoulders, Core",Forearms,Upper,2,4,15,358.85,0.4401086
Dead Bugs,HIIT,"Core, Lower Back",Legs,Lats,3,4,15,347.5,0.44010565
Mountain Climbers,HIIT,Calves,Legs,Anterior,3,4,21,334.15,0.44010246
Bicep Curls,Strength,"Upper Chest, Triceps",Back,Anterior,2,5,22,351.23,0.44009915
Mountain Climbers,Cardio,Triceps,Chest,Grip Strength,2,4,22,366.77,0.44009694
Thrusters,Cardio,"Lower Abs, Hip Flexors",Abs,Grip Strength,2,4,23,375.97,0.44009614
Glute Bridges,Cardio,"Core, Shoulders, Hips",Forearms,Anterior,2,5,16,365.69,0.44009095
Lunges,HIIT,"Glutes, Hamstrings",Arms,Upper,3,5,24,354.95,0.44008833
Flutter Kicks,Cardio,"Back, Core, Shoulders",Arms,Triceps,2,5,16,370.63,0.44008806
Lunges,Cardio,"Lower Abs, Hip Flexors",Chest,Upper,2,5,25,346.59,0.4400872
Leg Press,Cardio,"Biceps, Forearms",Arms,Triceps,2,5,16,339.55,0.4400861
Superman,HIIT,"Core, Obliques",Forearms,Grip Strength,3,5,18,336.1,0.44008473
Incline Push-ups,Cardio,Full Body,Legs,Lats,2,3,12,250.42,0.4400781
Face Pulls,Cardio,"Biceps, Forearms",Arms,Lower Chest,2,5,16,358.73,0.4400779
Rows,HIIT,"Chest, Triceps, Shoulders",Abs,Wrist Flexors,3,4,24,374.52,0.4400762
Rows,HIIT,Quadriceps,Abs,Posterior,3,4,16,368.3,0.44007438
Plyo Squats,HIIT,"Full Body, Core, Shoulders",Shoulders,Quads,3,3,20,194.19,0.4400731
Rows,HIIT,"Upper Chest, Triceps",Forearms,Wrist Flexors,3,4,21,347.33,0.4400686
Dragon Flags,HIIT,"Glutes, Hamstrings",Legs,Upper,3,5,22,338.42,0.4400657
Thrusters,Cardio,"Legs, Shoulders, Core",Legs,Upper,2,5,18,364.51,0.44005525
Scissors Kicks,HIIT,"Upper Chest, Triceps",Abs,Wrist Flexors,3,5,23,361.08,0.4400512
Plyo Squats,HIIT,"Back, Hamstrings, Glutes",Abs,Grip Strength,3,4,16,339.26,0.44004765
Plyometric Push-ups,HIIT,"Upper Chest, Triceps",Back,Upper,3,4,24,358.12,0.44004527
Incline Push-ups,Cardio,"Back, Core, Shoulders",Arms,Middle,2,5,17,347.07,0.4400426
Mountain Climbers,HIIT,Calves,Shoulders,Wrist Flexors,3,4,17,369.22,0.4400393
Push-ups,Cardio,"Triceps, Chest",Abs,Lower Chest,2,5,22,330.71,0.44003588
Burpees,Cardio,"Core, Shoulders, Legs",Chest,Lower Chest,2,4,25,366.72,0.44003588
Tricep Dips,Cardio,"Upper Chest, Triceps",Chest,Lower Chest,2,5,19,363.13,0.44003588
Squats,Cardio,"Chest, Triceps",Abs,Lower Chest,2,5,22,363.67,0.44003588
Bench Press,Cardio,"Legs, Core",Shoulders,Lateral,2,5,21,336.56,0.44003165
Bear Crawls,HIIT,"Quadriceps, Calves, Glutes",Abs,Lats,3,5,22,331.93,0.4400286
Calf Raises,Cardio,"Quadriceps, Hamstrings, Glutes",Arms,Wrist Extensors,2,4,17,340.5,0.4400278
Pistol Squats,Cardio,"Core, Shoulders, Legs",Back,Triceps,2,4,16,348.82,0.44002545
Thrusters,Cardio,"Triceps, Chest",Legs,Upper,2,5,24,372.28,0.44002432
Plank,Cardio,"Core, Lower Back",Arms,Triceps,2,5,17,348.1,0.44002327
Plyo Squats,HIIT,"Chest, Triceps",Arms,Grip Strength,3,5,17,363.0,0.44002312
Inverted Rows,Cardio,"Back, Core, Shoulders",Abs,Quads,2,4,18,344.63,0.44001547
Frog Jumps,Cardio,"Back, Core, Shoulders",Abs,Quads,2,4,17,342.32,0.44001547
Kettlebell Swings,Cardio,"Lower Back, Glutes",Back,Upper,2,4,23,331.24,0.44001505
Kettlebell Swings,Cardio,Lower Abs,Back,Lower,2,5,21,338.23,0.4400074
Resistance Band Pull-Aparts,Cardio,"Lower Abs, Hip Flexors",Back,Grip Strength,2,5,19,365.17,0.44000643
Rows,HIIT,Core,Back,Anterior,3,5,19,358.05,0.44000217
Plyo Squats,HIIT,"Chest, Triceps",Back,Lats,3,4,23,360.96,0.44000128
Pull-ups,Strength,"Upper Back, Rear Deltoids",Forearms,Lateral,2,4,15,358.47,0.44000065
Shoulder Press,HIIT,"Quadriceps, Hamstrings, Glutes",Shoulders,Upper,3,5,17,338.92,0.43999872
Bird Dogs,HIIT,"Glutes, Hamstrings",Shoulders,Lats,3,5,15,348.03,0.43999845
Mountain Climbers,Cardio,Triceps,Forearms,Middle,2,5,23,357.54,0.43999743
Reverse Lunges,Cardio,"Glutes, Hamstrings",Shoulders,Lower,2,4,20,344.69,0.43999693
Tricep Extensions,Strength,"Core, Shoulders, Hips",Abs,Lats,3,5,24,340.37,0.43999663
Jumping Jacks,Cardio,"Shoulders, Upper Back",Legs,Triceps,2,4,19,359.83,0.43999648
Deadlift,HIIT,"Quadriceps, Hamstrings, Glutes",Shoulders,Middle,3,4,23,359.78,0.4399964
Russian Twists,Cardio,"Core, Shoulders, Hips",Shoulders,Lats,2,5,15,357.12,0.4399954
Bird Dogs,HIIT,"Upper Chest, Triceps",Abs,Grip Strength,3,4,15,350.04,0.43999457
Flutter Kicks,Cardio,"Core, Shoulders, Legs",Legs,Lats,2,4,19,333.84,0.43999186
Resistance Band Pull-Aparts,Cardio,"Shoulders, Upper Back",Legs,Anterior,2,5,18,349.93,0.43998912
Deadlifts,Cardio,Full Body,Forearms,Posterior,2,5,24,345.07,0.43998802
Push-ups,Cardio,"Shoulders, Upper Back",Forearms,Wrist Extensors,2,4,21,332.19,0.43998742
Leg Press,Cardio,"Back, Biceps",Abs,Wrist Flexors,2,3,12,180.55,0.43998134
Mountain Climbers,Cardio,"Legs, Shoulders, Core",Shoulders,Posterior,2,5,20,352.08,0.43996793
Tricep Dips,HIIT,"Upper Chest, Triceps",Back,Lower,3,5,22,363.96,0.4399659
Decline Push-ups,Cardio,"Core, Shoulders, Hips",Legs,Upper,2,5,18,347.33,0.43996453
Wall Angels,Cardio,"Back, Core, Shoulders",Shoulders,Posterior,2,5,17,367.57,0.4399636
Plyo Squats,Strength,"Shoulders, Upper Back",Chest,Anterior,2,4,18,339.32,0.4399622
Resistance Band Pull-Aparts,HIIT,"Quadriceps, Calves, Glutes",Legs,Anterior,3,5,24,332.77,0.43996206
Face Pulls,Cardio,"Glutes, Hamstrings",Abs,Upper,2,4,19,359.85,0.4399612
Leg Raises,Cardio,Full Core,Forearms,Quads,2,4,23,355.36,0.43996102
Kettlebell Swings,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Lower Chest,3,4,24,334.04,0.4399553
Push-ups,Cardio,"Full Body, Core, Shoulders",Shoulders,Lower,2,4,19,377.04,0.439949
Decline Push-ups,Cardio,"Full Body, Core, Shoulders",Shoulders,Lower,2,4,22,340.85,0.439949
Kettlebell Swings,HIIT,"Chest, Triceps",Forearms,Lateral,3,4,21,379.65,0.43994805
Frog Jumps,Cardio,"Back, Core, Shoulders",Arms,Anterior,2,5,17,363.97,0.4399425
Squats,Cardio,"Rear Deltoids, Upper Back",Legs,Lats,2,5,23,368.69,0.4399399
Bear Crawls,Cardio,"Back, Core, Shoulders",Abs,Posterior,2,5,22,348.39,0.4399327
Jumping Jacks,Cardio,"Rear Deltoids, Upper Back",Shoulders,Grip Strength,2,4,16,334.23,0.43993267
Plyo Squats,HIIT,"Obliques, Core",Forearms,Lats,3,4,21,349.81,0.43993157
Plank,Strength,"Lower Back, Glutes",Chest,Wrist Flexors,3,5,22,332.32,0.43992534
Incline Push-ups,Cardio,"Lower Back, Glutes",Forearms,Upper,2,5,23,334.41,0.43992272
Deadlift,HIIT,"Quadriceps, Calves, Glutes",Legs,Upper,3,3,12,238.87,0.4399222
Jumping Jacks,HIIT,Shoulders,Legs,Lateral,3,4,15,358.47,0.4399222
Inverted Rows,HIIT,"Quadriceps, Calves, Glutes",Legs,Upper,3,5,25,353.85,0.4399222
Dips,HIIT,"Legs, Shoulders, Core",Legs,Triceps,3,3,20,189.4,0.4399188
Wall Angels,HIIT,"Back, Biceps",Back,Lower,3,4,15,308.73,0.4399163
Step-ups,Cardio,Full Core,Abs,Lats,2,4,15,354.54,0.4399134
Plank,Cardio,"Obliques, Core",Abs,Quads,2,5,22,364.76,0.43991187
Renegade Rows,Strength,"Quadriceps, Glutes",Back,Triceps,3,5,16,363.92,0.4399094
Lunges,HIIT,"Upper Back, Rear Deltoids",Chest,Posterior,3,4,15,330.25,0.439909
Deadlift,Cardio,"Quadriceps, Hamstrings, Glutes",Shoulders,Grip Strength,2,5,17,345.12,0.43990642
Turkish Get-ups,Cardio,"Upper Back, Rear Deltoids",Back,Middle,2,5,21,369.13,0.43990064
Shoulder Press,Cardio,Shoulders,Back,Anterior,2,4,25,369.08,0.4398988
Frog Jumps,HIIT,"Upper Back, Rear Deltoids",Back,Lats,3,4,25,349.36,0.43989217
Step-ups,HIIT,"Shoulders, Upper Back",Arms,Upper,3,3,20,195.55,0.43989182
Lunges,Cardio,"Lower Abs, Hip Flexors",Abs,Lats,2,5,25,352.21,0.43989158
Jumping Jacks,Cardio,"Upper Chest, Triceps",Forearms,Lats,2,4,25,351.91,0.43988204
Pull-ups,Cardio,"Core, Shoulders, Legs",Chest,Lower,2,5,24,371.33,0.43988135
Pistol Squats,Cardio,"Back, Core, Shoulders",Shoulders,Middle,2,5,17,343.68,0.4398812
Turkish Get-ups,Strength,"Quadriceps, Glutes",Shoulders,Lower Chest,3,4,21,361.5,0.4398804
Wall Angels,HIIT,"Obliques, Core",Shoulders,Posterior,3,4,25,332.65,0.43987927
Russian Twists,Cardio,"Chest, Triceps, Shoulders",Legs,Anterior,2,4,24,350.6,0.43987665
Plyometric Push-ups,Cardio,"Chest, Triceps, Shoulders",Legs,Triceps,2,4,17,328.91,0.43987665
Leg Press,Cardio,"Upper Back, Rear Deltoids",Abs,Lower Chest,2,5,20,366.05,0.43987548
Glute Bridges,Cardio,Lower Abs,Forearms,Quads,2,4,18,351.59,0.43987492
Flutter Kicks,HIIT,"Obliques, Core",Abs,Lower Chest,3,5,16,333.08,0.43987134
Flutter Kicks,HIIT,"Obliques, Core",Abs,Lower Chest,3,4,19,352.38,0.43987134
Leg Press,Cardio,Full Body,Legs,Middle,2,4,16,373.41,0.43987048
Decline Push-ups,Strength,"Quadriceps, Calves, Glutes",Chest,Quads,2,4,17,347.46,0.4398477
Leg Raises,Cardio,"Shoulders, Triceps",Legs,Lats,2,4,21,360.18,0.4398463
Renegade Rows,Cardio,"Chest, Triceps",Legs,Lats,2,4,17,340.22,0.4398463
Lateral Raises,HIIT,"Chest, Triceps, Shoulders",Abs,Anterior,3,5,17,335.03,0.4398461
Glute Bridges,Cardio,"Glutes, Hamstrings",Shoulders,Quads,2,5,15,366.58,0.43984288
Bear Crawls,HIIT,"Full Body, Core, Shoulders",Forearms,Lower Chest,3,5,19,365.62,0.43983755
Prone Cobras,Cardio,"Legs, Shoulders, Core",Forearms,Lower Chest,2,5,15,328.03,0.43983567
Decline Push-ups,HIIT,"Biceps, Forearms",Shoulders,Wrist Extensors,3,5,24,372.01,0.4398352
Bulgarian Split Squats,HIIT,Core,Shoulders,Posterior,3,5,25,328.28,0.4398319
Kettlebell Swings,HIIT,"Back, Biceps",Abs,Lateral,3,4,24,358.83,0.43982795
Incline Push-ups,Cardio,"Lower Abs, Hip Flexors",Chest,Lats,2,4,17,334.7,0.43982685
Glute Bridges,Cardio,"Legs, Shoulders, Core",Abs,Lower,2,5,25,333.07,0.43982598
Deadlift,Cardio,"Upper Back, Rear Deltoids",Chest,Lats,2,4,23,368.83,0.4398237
Superman,Cardio,"Triceps, Chest",Shoulders,Upper,2,5,19,351.26,0.4398236
Calf Raises,Cardio,"Legs, Shoulders, Core",Shoulders,Anterior,2,5,15,326.13,0.43981227
Incline Push-ups,HIIT,Full Body,Forearms,Grip Strength,3,4,16,348.55,0.4398122
Burpees,Cardio,Shoulders,Forearms,Lats,2,5,22,365.05,0.43980727
Windshield Wipers,Cardio,"Core, Lower Back",Back,Quads,2,4,21,341.73,0.43980336
Leg Press,Cardio,"Core, Lower Back",Arms,Anterior,2,3,10,221.67,0.43980098
Calf Raises,HIIT,"Triceps, Chest",Chest,Quads,3,4,23,363.98,0.43979794
Bulgarian Split Squats,HIIT,Lower Abs,Abs,Wrist Flexors,3,3,12,259.83,0.43979535
Glute Bridges,Cardio,"Back, Biceps",Abs,Lower,2,4,23,352.81,0.43979505
Turkish Get-ups,HIIT,"Back, Hamstrings, Glutes",Shoulders,Anterior,3,4,17,331.32,0.43979305
Jumping Jacks,Cardio,"Lower Chest, Triceps",Forearms,Lower Chest,2,3,12,165.32,0.43979183
Lat Pulldowns,HIIT,"Obliques, Core",Arms,Anterior,3,5,21,349.75,0.43978915
Pull-ups,Strength,"Back, Hamstrings, Glutes",Legs,Lats,3,5,22,343.82,0.43978313
Squats,HIIT,"Full Body, Core, Shoulders",Chest,Lower,3,4,24,375.09,0.43978152
Dragon Flags,HIIT,"Full Body, Core, Shoulders",Back,Posterior,3,5,17,344.46,0.43977532
Rows,HIIT,"Quadriceps, Calves, Glutes",Legs,Upper,3,5,21,347.05,0.43977505
Russian Twists,HIIT,"Quadriceps, Hamstrings, Glutes",Back,Lower Chest,3,4,23,351.24,0.4397742
Russian Twists,Cardio,"Lower Abs, Hip Flexors",Chest,Lower,2,5,22,336.71,0.43977267
Tricep Extensions,HIIT,"Glutes, Hamstrings, Core",Chest,Upper,3,4,21,357.08,0.43977144
Squats,Cardio,"Quadriceps, Hamstrings, Glutes",Chest,Lower Chest,2,5,24,371.98,0.43977058
Squats,Cardio,"Core, Shoulders, Hips",Forearms,Lats,2,5,17,365.08,0.43976685
Decline Push-ups,Strength,"Quadriceps, Calves, Glutes",Abs,Posterior,2,5,17,343.95,0.43976498
Flutter Kicks,Cardio,Lower Abs,Forearms,Grip Strength,2,4,23,335.47,0.43976283
Thrusters,Cardio,"Full Body, Core, Shoulders",Legs,Triceps,2,5,24,337.06,0.43976265
Pull-ups,Cardio,"Chest, Triceps",Back,Upper,2,4,15,338.06,0.4397616
Pistol Squats,Cardio,Triceps,Forearms,Lats,2,4,17,327.66,0.43975884
Leg Press,HIIT,Lower Abs,Legs,Anterior,3,5,25,340.47,0.4397561
Frog Jumps,Strength,"Back, Core, Shoulders",Shoulders,Lower Chest,3,4,20,334.42,0.43975478
Rows,Cardio,"Biceps, Forearms",Back,Lower Chest,2,5,17,351.74,0.43975097
Decline Push-ups,Cardio,Lower Abs,Chest,Lower,2,4,16,372.0,0.43975085
Pull-ups,Cardio,"Core, Shoulders, Legs",Legs,Grip Strength,2,4,19,344.22,0.43974984
Burpees,HIIT,"Obliques, Core",Forearms,Wrist Flexors,3,4,18,337.06,0.4397463
Plyo Squats,HIIT,"Lower Back, Glutes",Chest,Posterior,3,3,20,220.36,0.43974367
Superman,HIIT,"Legs, Shoulders, Core",Forearms,Middle,3,4,16,341.64,0.43974352
Push-ups,Cardio,"Full Body, Core, Shoulders",Legs,Upper,2,5,17,339.17,0.4397405
Plyo Squats,HIIT,Triceps,Arms,Anterior,3,5,22,362.34,0.4397398
Face Pulls,HIIT,"Glutes, Hamstrings",Legs,Triceps,3,5,18,369.08,0.43973786
Leg Press,Cardio,"Upper Back, Rear Deltoids",Back,Lower Chest,2,5,21,343.93,0.43973774
Turkish Get-ups,Cardio,Quadriceps,Back,Wrist Flexors,2,4,15,349.63,0.43973574
Zottman Curls,Cardio,"Upper Chest, Triceps",Shoulders,Upper,2,5,20,338.91,0.43973547
Push-ups,Cardio,"Chest, Triceps, Shoulders",Back,Lats,2,5,25,331.84,0.4397308
Wall Angels,HIIT,"Core, Shoulders, Legs",Legs,Grip Strength,3,4,24,370.37,0.4397296
Bench Press,Strength,"Quadriceps, Calves, Glutes",Arms,Wrist Flexors,3,5,25,353.52,0.43972567
Tricep Extensions,Cardio,"Quadriceps, Calves, Glutes",Back,Wrist Extensors,2,3,10,229.7,0.43971664
Reverse Lunges,Cardio,"Chest, Triceps, Shoulders",Arms,Lower Chest,2,5,22,349.64,0.43971524
Bird Dogs,HIIT,"Core, Lower Back",Arms,Wrist Flexors,3,4,15,358.68,0.43971273
Tricep Dips,Cardio,"Core, Obliques",Legs,Lats,2,4,16,355.28,0.4397072
Squats,HIIT,"Triceps, Chest",Abs,Anterior,3,4,10,279.67,0.43970543
Bear Crawls,Cardio,"Quadriceps, Hamstrings, Glutes",Legs,Wrist Extensors,2,5,22,336.4,0.43970275
Dead Bugs,HIIT,"Chest, Triceps, Shoulders",Arms,Upper,3,4,22,367.03,0.43969908
Dead Bugs,HIIT,"Chest, Triceps, Shoulders",Arms,Upper,3,5,25,333.08,0.43969908
Wall Angels,HIIT,"Upper Chest, Triceps",Legs,Quads,3,5,24,340.21,0.4396963
Dips,Cardio,Core,Forearms,Upper,2,4,17,340.51,0.4396933
Rows,HIIT,"Full Body, Core, Shoulders",Forearms,Lower Chest,3,4,19,342.65,0.43969038
Plank,HIIT,Lower Abs,Forearms,Upper,3,5,20,371.99,0.43969008
Decline Push-ups,Cardio,Shoulders,Abs,Upper,2,3,12,160.26,0.43968734
Push Ups,HIIT,"Chest, Triceps, Shoulders",Abs,Grip Strength,3,5,22,362.38,0.4396867
Jumping Jacks,Cardio,"Full Body, Core, Shoulders",Forearms,Middle,2,3,20,241.4,0.43968427
Glute Bridges,HIIT,"Glutes, Hamstrings",Arms,Anterior,3,5,17,349.26,0.4396835
Plyometric Push-ups,Strength,"Quadriceps, Glutes",Abs,Triceps,3,3,20,239.27,0.43968338
Calf Raises,Cardio,"Upper Back, Rear Deltoids",Legs,Lower Chest,2,4,25,368.26,0.43968317
Mountain Climbers,Cardio,Triceps,Abs,Middle,2,5,18,341.97,0.4396819
Box Jumps,HIIT,Triceps,Legs,Grip Strength,3,5,25,345.27,0.43968025
Superman,HIIT,"Upper Back, Rear Deltoids",Abs,Lateral,3,4,24,358.04,0.4396763
Mountain Climbers,Cardio,"Chest, Triceps",Back,Triceps,2,4,23,342.13,0.43967587
Dips,Cardio,Core,Forearms,Lower,2,4,21,358.52,0.4396753
Shoulder Press,HIIT,"Lower Abs, Hip Flexors",Back,Lower,3,5,16,358.52,0.4396723
Decline Push-ups,HIIT,"Core, Shoulders, Legs",Legs,Lats,3,4,16,361.94,0.43967062
Burpees,Cardio,Shoulders,Abs,Lower,2,4,20,343.98,0.43966934
Plank,Cardio,"Triceps, Chest",Back,Quads,2,5,24,338.0,0.4396662
Face Pulls,HIIT,"Lower Chest, Triceps",Legs,Middle,3,5,23,366.99,0.4396653
Bench Press,HIIT,"Legs, Shoulders, Core",Forearms,Wrist Flexors,3,4,15,346.6,0.43966314
Renegade Rows,Strength,Shoulders,Back,Wrist Extensors,3,4,15,346.82,0.43966305
Bulgarian Split Squats,HIIT,"Quadriceps, Hamstrings, Glutes",Arms,Anterior,3,4,22,331.81,0.43966255
Wall Angels,HIIT,"Triceps, Chest",Legs,Grip Strength,3,4,19,344.93,0.43966
Leg Raises,Strength,"Core, Shoulders, Hips",Chest,Wrist Extensors,3,4,22,337.71,0.4396595
Deadlifts,HIIT,"Core, Shoulders, Legs",Back,Quads,3,4,22,347.1,0.4396594
